kepid,kepoi_name,status,koi_period,koi_time0bk,koi_duration,label
5881813,K02744.01,ok,109.6469948,190.67271,6.568,1
7134626,K07818.01,ok,2.52443998,133.77012,2.369,1
11670125,K02355.01,ok,1.217000383,132.03128,1.3285,1
8505670,K00912.02,ok,6.66833241,137.43988,1.915,1
7287391,K03546.01,ok,4.286103033,134.590777,2.6422,0
7914906,K06047.01,ok,8.752913958,138.724933,3.4546,0
9271752,K01406.01,ok,11.36113254,136.92584,4.1886,1
7025526,K01380.01,ok,1.074106954,133.84323,1.9797,0
11547513,K00295.02,ok,10.10575764,135.50958,2.0138,1
10454313,K00532.01,ok,4.221626193,173.699895,3.0619,1
10935993,K03367.01,ok,25.3736543,151.8667,2.619,1
4073017,K07681.01,ok,6.05552018,131.59851,2.818,1
10933561,K00291.01,ok,31.51779463,185.1533,7.634,1
6948054,K00869.04,ok,3.219814777,133.00406,2.0642,1
4478168,K00626.02,ok,8.0292018,132.8283,3.462,1
1995519,K02634.01,ok,19.9401211,142.34849,4.283,1
8039892,K00903.01,ok,5.007316661,173.433997,4.2362,1
8611832,K02414.01,ok,22.5968256,140.42654,6.179,1
9886224,K03614.01,ok,2.992662857,131.893219,2.5258,0
10963242,K01312.01,ok,6.1469956,135.07385,3.3153,1
5184584,K01564.01,ok,53.44944498,149.20185,5.3091,1
8609450,K01278.05,ok,203.250506,208.4914,9.81,0
11614617,K01990.01,ok,24.7577652,142.06826,6.998,1
5266937,K06547.01,ok,5.917085496,132.900327,23.7545,0
11134879,K00480.01,ok,4.30165843,172.311001,2.1055,1
6531485,K06726.01,ok,0.676990194,131.8017098,1.69459,0
5024177,K04286.01,ok,0.787120016,131.73939,3.1648,0
7174617,K06156.01,ok,1.608363345,131.58432,2.1988,0
11853130,K03263.01,ok,76.87935893,146.882451,2.3819,1
11546211,K01654.01,ok,1.097211085,131.517201,1.6738,0
2437209,K04939.01,ok,281.36926,215.41653,66.892,0
6290935,K04302.01,ok,5.53312006,132.1648,3.486,1
5120087,K00639.01,ok,17.97979816,182.24179,5.5828,1
11853255,K00778.01,ok,2.243380573,170.679233,1.1196,1
11093538,K03326.01,ok,14.77820911,144.09725,5.395,0
10024701,K02002.01,ok,14.37504582,139.05924,3.208,1
6612284,K02908.01,ok,1.245353252,132.21522,2.152,0
10843431,K07378.02,ok,56.391062,167.579,5.7,1
12004656,K08073.01,ok,2.52123022,132.8709,4.739,0
3353050,K00384.01,ok,5.0800579,174.42853,5.207,1
10031808,K07278.01,ok,8.589644815,132.0206787,9.49469,0
3832474,K00806.02,ok,60.32494216,243.892578,6.6188,1
5653795,K07734.01,ok,118.314913,215.6117,4.79,0
6541920,K00157.04,ok,46.6856205,225.04604,6.3794,1
8216763,K04838.03,ok,24.0721647,148.9637,3.171,1
7672215,K05411.01,ok,11.1734401,142.5962,4.545,1
10843203,K01287.01,ok,4.429633087,355.143546,3.0257,0
3541946,K00624.01,ok,17.79001678,182.43745,4.4116,1
6061119,K00846.01,ok,27.807566216,186.713552,4.21587,1
9692336,K03859.01,ok,0.687898282,131.595979,3.96401,0
3354846,K02444.01,ok,18.5525162,135.51322,4.385,1
10932270,K07389.01,ok,27.5837778,142.9808,1.516,1
7031340,K07804.01,ok,0.566769068,131.8681,3.011,0
2853093,K01099.01,ok,161.5278347,198.00137,3.6734,1
4474462,K04452.01,ok,12.85755895,141.85597,4.831,1
6947164,K03531.01,ok,70.58284717,190.4997847,8.81169,0
5972334,K00191.02,ok,2.418406841,132.505587,2.0744,1
8890996,K07107.01,ok,1.50650745,132.98683,2.622,0
8260218,K01066.01,ok,5.714817603,355.00831,3.14126,1
10329469,K02271.01,ok,55.8224775,169.03741,5.457,1
11671579,K04510.01,ok,5.17624997,133.7381,5.261,1
5005121,K02237.01,ok,76.421501,164.4879,7.218,1
2721030,K01094.01,ok,6.10027621,135.58656,4.7476,1
6309763,K00611.01,ok,3.251659087,171.0604906,1.5286,1
11080405,K02442.01,ok,25.1933989,146.4301,4.62,1
7515762,K02524.01,ok,40.9905002,132.4136,7.336,1
6198182,K02636.02,ok,5.1777226,133.5044,8.275,1
10518399,K02800.01,ok,2.69636494,132.99372,3.892,0
5428657,K06130.01,ok,1.54287434,132.61697,1.1121,1
11253827,K02672.02,ok,42.9923284,162.50532,4.726,1
3858704,K01211.01,ok,3.00363219,135.64129,3.732,0
9851983,K07969.01,ok,1.456383399,132.71661,11.838,0
5780930,K03412.01,ok,16.7525077,131.59834,3.174,1
8561063,K00961.03,ok,1.865114193,133.792344,0.4279,1
8841616,K07097.01,ok,1.679585725,131.5600829,7.34648,0
7204233,K05371.01,ok,33.3037881,149.4642,3.003,1
9907505,K03427.01,ok,39.206808648,142.4611109,6.24701,0
7335972,K04599.01,ok,0.579770948,132.081304,1.0377,0
10338529,K08002.01,ok,366.74866,308.3136,12.446,0
4639868,K01326.01,ok,53.100942624,135.9717179,2.2868,0
9909965,K07252.01,ok,10.2170589,139.1299,2.259,1
9450647,K00110.01,ok,9.940666412,135.21559,3.9092,1
9115800,K00421.01,ok,4.454194254,172.8202233,2.3061,1
10057494,K03234.01,ok,2.41810158,132.38894,2.144,1
4864734,K03944.01,ok,1.845610523,131.80574,2.337,0
11502179,K07453.01,ok,3.98855869,135.129,1.467,0
10801249,K04611.01,ok,1.67495622,131.8099,2.994,0
9084569,K07923.01,ok,395.13138,162.7395,21.291,1
10905641,K05840.01,ok,460.77905,533.8441,15.541,0
10203349,K02212.01,ok,17.14648756,140.66122,4.2354,1
3245000,K06314.01,ok,20.413812,148.5092,5.806,0
11356260,K01441.01,ok,8.50698069,134.64421,2.938,1
5545815,K02452.01,ok,4.35370136,134.09426,1.913,0
5793275,K05202.01,ok,535.93723,135.5316,11.85,1
10686814,K02978.01,ok,2.61846258,134.02945,3.505,0
9207508,K07146.01,ok,2.015152464,132.1127635,8.17997,0
8494142,K00370.01,ok,42.88247951,203.6483,9.7471,1
11760959,K01484.01,ok,3.47021401,356.09943,2.289,0
11125613,K02485.02,ok,3.60082855,134.037,1.938,1
9455325,K01813.01,ok,9.76785911,139.43968,2.1649,1
12504988,K00181.01,ok,5.093938816,139.7178386,3.93144,0
6307083,K02050.01,ok,75.3787816,167.10798,5.268,0
8560840,K01263.01,ok,31.9734169,133.86598,13.262,0
6716545,K02906.02,ok,145.881936,194.6951,11.342,1
